application_number,family_name,first_name,middle_name,sex,strand,course,general_ability,verbal_aptitude,numerical_aptitude,spatial_aptitude,perceptual_aptitude,manual_dexterity,date_taken
ICAT2024-1274,Little,Nicholas,Jacob,1,TVL,BEED,93.0,81.0,67.0,71.0,89.0,87.0,2024-01-08
ICAT2024-1275,Harvey,Michael,Christine,1,ABM,BSN,98.0,70.0,94.0,87.0,84.0,78.0,2024-05-04
ICAT2024-1276,Le,Dominique,Amber,1,HUMSS,BSA,99.0,66.0,65.0,66.0,65.0,61.0,2024-05-30
ICAT2024-1277,Lee,Felicia,Katie,1,STEM,BEED,99.0,94.0,66.0,88.0,92.0,97.0,2024-02-29
ICAT2024-1278,Austin,Marcus,Danielle,0,HUMSS,BSHM,86.0,73.0,74.0,89.0,95.0,84.0,2024-02-12
ICAT2024-1279,Davis,Donna,Bradley,0,ABM,BSHM,90.0,67.0,82.0,89.0,86.0,85.0,2024-12-30
ICAT2024-1280,Anderson,Morgan,James,0,HUMSS,BSHM,74.0,92.0,78.0,77.0,76.0,79.0,2024-07-07
ICAT2024-1281,Lee,Anthony,Darlene,1,ABM,BSIT,86.0,62.0,60.0,61.0,69.0,83.0,2024-05-30
ICAT2024-1282,Barrett,Alicia,Jacqueline,1,HUMSS,BSBA,96.0,87.0,75.0,95.0,85.0,72.0,2024-04-09
ICAT2024-1283,Williams,Jeffrey,Jennifer,1,STEM,BSHM,96.0,87.0,68.0,84.0,71.0,85.0,2024-01-06
ICAT2024-1284,Conrad,Jason,Travis,1,TVL,BSBA,87.0,74.0,66.0,68.0,92.0,67.0,2024-12-11
ICAT2024-1285,Collier,Taylor,Danielle,1,HUMSS,BSHM,95.0,70.0,80.0,73.0,65.0,65.0,2024-05-20
ICAT2024-1286,Grant,Sharon,Robert,0,GAS,BSIT,97.0,69.0,61.0,99.0,94.0,65.0,2024-05-23
ICAT2024-1287,Bauer,Brian,Christina,1,STEM,BSA,68.0,89.0,82.0,71.0,75.0,74.0,2024-07-24
ICAT2024-1288,Williams,Chad,Kevin,1,ABM,BSN,75.0,84.0,76.0,63.0,77.0,65.0,2024-03-24
ICAT2024-1289,Yu,Colton,Jessica,0,STEM,BSA,97.0,66.0,67.0,89.0,98.0,67.0,2024-07-25
ICAT2024-1290,Cruz,James,Diane,0,ABM,BSED,76.0,71.0,65.0,64.0,91.0,83.0,2024-08-09
ICAT2024-1291,Garrett,Harold,Kara,0,GAS,BSIT,91.0,61.0,86.0,64.0,91.0,64.0,2024-06-10
ICAT2024-1292,Reese,Katie,Barbara,0,GAS,BEED,80.0,88.0,70.0,71.0,79.0,60.0,2024-09-18
ICAT2024-1293,Ellis,Elizabeth,Nicole,0,TVL,BSA,98.0,62.0,67.0,81.0,82.0,90.0,2024-03-05
ICAT2024-1294,Sparks,Andrea,William,0,ABM,BSN,76.0,67.0,72.0,98.0,61.0,94.0,2024-09-12
ICAT2024-1295,Moore,Yesenia,Scott,0,TVL,BSN,69.0,73.0,83.0,67.0,73.0,61.0,2024-05-16
ICAT2024-1296,Orr,Andrea,Wendy,1,ABM,BSBA,65.0,68.0,77.0,77.0,90.0,72.0,2024-11-24
ICAT2024-1297,Watson,Kathryn,Ryan,0,HUMSS,BSA,95.0,78.0,89.0,91.0,87.0,92.0,2024-10-08
ICAT2024-1298,Morris,John,Amy,1,ABM,BSED,71.0,72.0,77.0,85.0,66.0,97.0,2024-05-25
ICAT2024-1299,Cannon,Sara,Jonathan,1,ABM,BSHM,73.0,91.0,87.0,88.0,87.0,98.0,2024-06-24
ICAT2024-1300,West,Randy,Jessica,1,HUMSS,BSN,66.0,98.0,84.0,87.0,72.0,96.0,2024-04-20
ICAT2024-1301,Larson,Zachary,Victoria,1,HUMSS,BSA,64.0,88.0,70.0,62.0,92.0,76.0,2024-04-27
ICAT2024-1302,Smith,Tracey,Jason,1,HUMSS,BSN,93.0,82.0,85.0,61.0,67.0,71.0,2024-05-02
ICAT2024-1303,Smith,Lynn,Hannah,1,GAS,BSHM,71.0,82.0,75.0,64.0,73.0,83.0,2024-04-17
ICAT2024-1304,Ellison,William,Ashley,1,ABM,BSHM,80.0,67.0,60.0,80.0,60.0,81.0,2024-08-09
ICAT2024-1305,Moore,Benjamin,Michael,0,GAS,BSN,80.0,74.0,95.0,64.0,84.0,78.0,2024-02-23
ICAT2024-1306,Baker,Pamela,John,0,TVL,BSBA,66.0,95.0,77.0,98.0,64.0,96.0,2024-04-09
ICAT2024-1307,Shepherd,Christopher,Ricardo,1,GAS,BSED,80.0,72.0,72.0,63.0,91.0,91.0,2024-12-22
ICAT2024-1308,Robinson,Chris,Mark,0,HUMSS,BEED,67.0,67.0,88.0,70.0,98.0,80.0,2024-07-06
ICAT2024-1309,Thompson,Margaret,Hannah,1,ABM,BSN,61.0,78.0,61.0,96.0,60.0,89.0,2024-08-11
ICAT2024-1310,Weiss,Cody,Dawn,1,ABM,BSHM,85.0,62.0,94.0,93.0,62.0,81.0,2024-01-15
ICAT2024-1311,Cross,Barbara,Christian,0,STEM,BEED,66.0,86.0,79.0,77.0,80.0,82.0,2024-01-22
ICAT2024-1312,Weeks,Matthew,Nichole,1,STEM,BSN,80.0,91.0,99.0,63.0,85.0,79.0,2024-06-17
ICAT2024-1313,Butler,Mindy,Molly,1,GAS,BSHM,67.0,83.0,99.0,66.0,61.0,74.0,2024-03-29
ICAT2024-1314,Adkins,Melissa,Sarah,0,STEM,BSBA,66.0,80.0,87.0,74.0,70.0,65.0,2024-09-03
ICAT2024-1315,Waters,Patrick,Kevin,0,HUMSS,BSHM,94.0,60.0,63.0,76.0,62.0,67.0,2024-01-16
ICAT2024-1316,Flores,Annette,Mark,0,HUMSS,BSIT,76.0,81.0,99.0,84.0,77.0,70.0,2024-09-27
ICAT2024-1317,Walker,Brent,Jessica,0,TVL,BEED,67.0,68.0,80.0,69.0,97.0,86.0,2024-06-01
ICAT2024-1318,Maddox,Karen,Barbara,1,STEM,BSN,93.0,75.0,96.0,90.0,91.0,77.0,2024-02-04
ICAT2024-1319,Walker,Keith,Phillip,1,GAS,BSBA,65.0,76.0,78.0,65.0,82.0,95.0,2024-02-21
ICAT2024-1320,Rogers,Thomas,Julie,0,ABM,BSA,64.0,64.0,91.0,63.0,73.0,60.0,2024-07-31
ICAT2024-1321,Ross,Christopher,Warren,0,GAS,BSHM,84.0,72.0,91.0,66.0,81.0,73.0,2024-10-27
ICAT2024-1322,Wolfe,Kathleen,Timothy,1,HUMSS,BSA,89.0,69.0,92.0,66.0,68.0,74.0,2024-03-17
ICAT2024-1323,Freeman,Denise,James,1,GAS,BEED,99.0,92.0,72.0,85.0,72.0,64.0,2024-08-27
ICAT2024-1324,Shea,Alexandria,John,1,GAS,BSBA,79.0,96.0,66.0,69.0,89.0,66.0,2024-04-13
ICAT2024-1325,Frank,Marcus,Sandra,0,ABM,BSIT,89.0,71.0,77.0,61.0,90.0,93.0,2024-02-04
ICAT2024-1326,Rodriguez,Robert,Michael,1,HUMSS,BSED,67.0,95.0,65.0,82.0,87.0,73.0,2024-03-14
ICAT2024-1327,Flores,Brittney,Andrew,0,GAS,BSN,87.0,92.0,81.0,63.0,88.0,77.0,2024-04-28
ICAT2024-1328,Jackson,Michael,Lorraine,1,STEM,BSIT,84.0,87.0,72.0,78.0,72.0,85.0,2024-11-07
ICAT2024-1329,Ramos,Dustin,Brady,0,TVL,BSED,93.0,98.0,91.0,93.0,87.0,66.0,2024-11-13
ICAT2024-1330,Hall,Gina,Eric,0,ABM,BSIT,74.0,67.0,63.0,62.0,96.0,77.0,2024-10-09
ICAT2024-1331,Farrell,Daniel,Brian,0,STEM,BSN,66.0,77.0,74.0,99.0,85.0,85.0,2024-08-29
ICAT2024-1332,Mcintosh,Misty,Lori,1,STEM,BSBA,77.0,91.0,73.0,70.0,73.0,82.0,2024-01-06
ICAT2024-1333,Cooper,Linda,Kevin,1,TVL,BSED,60.0,66.0,71.0,92.0,99.0,90.0,2024-07-01
ICAT2024-1334,Johnson,Jason,Amanda,1,ABM,BSBA,80.0,64.0,70.0,71.0,81.0,89.0,2024-03-20
ICAT2024-1335,Payne,Karen,Ana,0,STEM,BSA,90.0,87.0,81.0,61.0,71.0,76.0,2024-08-29
ICAT2024-1336,Blair,Donald,Holly,0,ABM,BSA,60.0,98.0,82.0,90.0,97.0,60.0,2024-01-08
ICAT2024-1337,Bennett,Rebecca,Alison,1,ABM,BEED,67.0,62.0,61.0,96.0,78.0,74.0,2024-04-09
ICAT2024-1338,Jackson,Justin,Kristina,0,ABM,BSHM,66.0,66.0,79.0,81.0,88.0,91.0,2024-08-27
ICAT2024-1339,Nelson,Steven,Sierra,1,TVL,BSED,91.0,76.0,83.0,89.0,60.0,82.0,2024-01-26
ICAT2024-1340,Price,Joseph,Melissa,1,HUMSS,BSN,98.0,90.0,67.0,77.0,93.0,61.0,2024-09-13
ICAT2024-1341,Ward,Daniel,Kelly,0,GAS,BSHM,74.0,69.0,82.0,91.0,61.0,75.0,2024-12-09
ICAT2024-1342,Banks,Jerry,Oscar,1,HUMSS,BSBA,65.0,72.0,84.0,66.0,77.0,94.0,2024-10-02
ICAT2024-1343,Garcia,Leslie,Michelle,1,TVL,BSBA,76.0,82.0,81.0,85.0,97.0,86.0,2024-07-25
ICAT2024-1344,Miller,James,Tammy,1,HUMSS,BSBA,62.0,97.0,93.0,81.0,99.0,67.0,2024-08-05
ICAT2024-1345,House,Andrew,John,1,GAS,BSN,82.0,78.0,67.0,60.0,91.0,69.0,2024-07-24
ICAT2024-1346,Torres,Tracy,Julie,1,ABM,BSN,78.0,99.0,95.0,70.0,79.0,91.0,2024-01-08
ICAT2024-1347,Reed,Michael,Colleen,1,STEM,BSHM,78.0,60.0,89.0,62.0,73.0,78.0,2024-04-01
ICAT2024-1348,Ferrell,Tiffany,Joshua,0,STEM,BEED,79.0,60.0,87.0,82.0,60.0,63.0,2024-01-25
ICAT2024-1349,Garrett,Natasha,Pamela,1,ABM,BSED,78.0,92.0,95.0,69.0,65.0,77.0,2024-11-12
ICAT2024-1350,Mooney,Sherry,Stacy,0,ABM,BEED,97.0,65.0,78.0,74.0,62.0,90.0,2024-03-28
ICAT2024-1351,Hernandez,Penny,Diane,1,ABM,BSHM,84.0,87.0,85.0,66.0,76.0,79.0,2024-02-04
ICAT2024-1352,Blair,Abigail,Erica,1,ABM,BSN,87.0,80.0,97.0,68.0,72.0,76.0,2024-12-04
ICAT2024-1353,Garrett,Jeremy,John,0,GAS,BSN,72.0,79.0,79.0,65.0,79.0,96.0,2024-02-29
ICAT2024-1354,Simmons,Larry,Catherine,1,TVL,BSBA,84.0,87.0,66.0,68.0,93.0,88.0,2024-06-23
ICAT2024-1355,Daniels,Jamie,Dillon,1,TVL,BSA,82.0,89.0,82.0,87.0,89.0,86.0,2024-07-29
ICAT2024-1356,Sutton,James,Devin,1,GAS,BSIT,95.0,61.0,86.0,65.0,68.0,99.0,2024-09-24
ICAT2024-1357,Thornton,Alexandria,Derek,1,ABM,BSN,92.0,83.0,68.0,99.0,94.0,96.0,2024-12-19
ICAT2024-1358,Daugherty,Dustin,Sarah,1,STEM,BSHM,85.0,68.0,85.0,60.0,89.0,93.0,2024-12-22
ICAT2024-1359,Moore,Carlos,Amanda,1,STEM,BSIT,63.0,77.0,66.0,81.0,98.0,66.0,2024-10-06
ICAT2024-1360,Wilson,Lonnie,Nichole,1,TVL,BEED,81.0,63.0,67.0,97.0,92.0,63.0,2024-10-09
ICAT2024-1361,Johnson,Lucas,Teresa,0,TVL,BSBA,95.0,91.0,68.0,74.0,69.0,79.0,2024-06-08
ICAT2024-1362,Turner,Julie,Lorraine,1,STEM,BSHM,91.0,99.0,72.0,67.0,64.0,60.0,2024-09-04
ICAT2024-1363,Mahoney,Joshua,Kimberly,0,TVL,BSIT,93.0,66.0,75.0,73.0,66.0,90.0,2024-02-11
ICAT2024-1364,Anderson,Anthony,Valerie,0,TVL,BEED,85.0,63.0,67.0,79.0,85.0,90.0,2024-08-27
ICAT2024-1365,Adams,Ashley,Jerry,0,ABM,BSHM,94.0,76.0,99.0,88.0,99.0,67.0,2024-03-31
ICAT2024-1366,Hall,Anthony,Christopher,1,ABM,BSA,61.0,71.0,69.0,75.0,70.0,92.0,2024-10-29
ICAT2024-1367,Woods,Wayne,Cassandra,0,GAS,BEED,78.0,78.0,66.0,97.0,91.0,83.0,2024-10-03
ICAT2024-1368,Banks,Jack,Paul,1,GAS,BEED,66.0,89.0,86.0,87.0,69.0,61.0,2024-07-03
ICAT2024-1369,Taylor,James,Antonio,1,GAS,BSIT,96.0,84.0,60.0,97.0,79.0,62.0,2024-10-23
ICAT2024-1370,Novak,Sara,Stephanie,1,STEM,BSED,68.0,89.0,89.0,77.0,60.0,70.0,2024-03-27
ICAT2024-1371,Newton,Vanessa,Katherine,1,TVL,BSHM,92.0,73.0,82.0,93.0,84.0,92.0,2024-01-26
ICAT2024-1372,Thompson,Stephanie,Scott,0,ABM,BSA,69.0,82.0,96.0,81.0,89.0,68.0,2024-08-27
ICAT2024-1373,Burns,Mark,Stephen,1,HUMSS,BEED,64.0,90.0,84.0,90.0,98.0,71.0,2024-04-05
ICAT2024-1374,Patterson,Kimberly,Cathy,1,ABM,BSA,80.0,97.0,97.0,82.0,97.0,99.0,2024-11-16
ICAT2024-1375,James,Lawrence,Cheryl,1,STEM,BSIT,61.0,70.0,74.0,66.0,66.0,91.0,2024-10-15
ICAT2024-1376,Armstrong,Amanda,Danielle,1,HUMSS,BSHM,74.0,75.0,66.0,71.0,84.0,86.0,2024-09-30
ICAT2024-1377,Buchanan,Abigail,Shannon,0,STEM,BSN,76.0,67.0,62.0,64.0,88.0,83.0,2024-11-17
ICAT2024-1378,Rich,Natalie,John,0,ABM,BSED,66.0,88.0,84.0,68.0,96.0,95.0,2024-07-27
ICAT2024-1379,Foster,Jill,Angela,0,ABM,BSED,91.0,88.0,78.0,74.0,72.0,70.0,2024-07-19
ICAT2024-1380,Hubbard,Sydney,James,1,TVL,BSHM,72.0,65.0,97.0,61.0,66.0,73.0,2024-06-19
ICAT2024-1381,Sanders,Kevin,Maria,0,ABM,BSIT,83.0,86.0,96.0,94.0,64.0,81.0,2024-06-28
ICAT2024-1382,Jackson,Kelly,Samantha,0,TVL,BEED,72.0,73.0,96.0,90.0,92.0,82.0,2024-09-24
ICAT2024-1383,Black,Douglas,Maria,1,TVL,BSN,68.0,64.0,88.0,87.0,84.0,64.0,2024-06-24
ICAT2024-1384,Davis,Vincent,Hector,0,ABM,BSHM,93.0,79.0,66.0,67.0,91.0,74.0,2024-08-15
ICAT2024-1385,Pace,Heather,Derek,0,TVL,BSN,81.0,61.0,74.0,78.0,76.0,84.0,2024-06-09
ICAT2024-1386,Morris,Angel,Shawn,1,STEM,BSHM,70.0,78.0,64.0,94.0,96.0,75.0,2024-12-14
ICAT2024-1387,Marquez,James,Shawn,1,GAS,BSN,63.0,94.0,67.0,97.0,90.0,76.0,2024-04-07
ICAT2024-1388,Nguyen,Deborah,Jennifer,0,STEM,BSED,86.0,76.0,72.0,81.0,63.0,68.0,2024-03-04
ICAT2024-1389,Higgins,David,Danny,0,TVL,BSHM,81.0,63.0,75.0,91.0,64.0,96.0,2024-06-23
ICAT2024-1390,Walters,Christopher,Jasmine,0,HUMSS,BSIT,86.0,98.0,99.0,65.0,95.0,90.0,2024-10-09
ICAT2024-1391,Moody,William,Stephanie,0,HUMSS,BSA,62.0,66.0,62.0,91.0,92.0,74.0,2024-05-27
ICAT2024-1392,Pierce,Bradley,George,1,GAS,BEED,79.0,74.0,61.0,63.0,61.0,72.0,2024-05-10
ICAT2024-1393,Cunningham,Donna,Edward,1,STEM,BSN,90.0,63.0,84.0,84.0,68.0,87.0,2024-12-03
ICAT2024-1394,Thomas,Kayla,Brett,1,TVL,BSBA,67.0,88.0,67.0,99.0,83.0,82.0,2024-04-29
ICAT2024-1395,Collins,Kayla,Sean,0,HUMSS,BEED,63.0,75.0,74.0,65.0,97.0,60.0,2024-08-31
ICAT2024-1396,White,Rachel,Susan,0,GAS,BSA,94.0,96.0,62.0,60.0,75.0,63.0,2024-01-02
ICAT2024-1397,Dean,Johnny,Stephen,0,STEM,BSBA,88.0,71.0,78.0,62.0,80.0,82.0,2024-11-28
ICAT2024-1398,Jimenez,Lindsey,Cathy,0,HUMSS,BSBA,98.0,85.0,90.0,67.0,64.0,64.0,2024-07-10
ICAT2024-1399,Young,Brianna,Thomas,1,TVL,BSBA,91.0,82.0,74.0,88.0,79.0,83.0,2024-06-08
ICAT2024-1400,Ramos,Carolyn,Adam,1,ABM,BSN,77.0,80.0,94.0,92.0,66.0,63.0,2024-12-08
ICAT2024-1401,Kelley,Christine,Angela,1,GAS,BSA,99.0,91.0,77.0,65.0,73.0,68.0,2024-11-16
ICAT2024-1402,Clark,Jack,Brian,0,HUMSS,BSA,95.0,73.0,67.0,83.0,69.0,62.0,2024-05-15
ICAT2024-1403,Johnson,Melissa,Elizabeth,0,GAS,BSA,89.0,67.0,61.0,91.0,62.0,77.0,2024-11-21
ICAT2024-1404,Morrison,Mark,Christopher,1,TVL,BEED,79.0,65.0,63.0,77.0,99.0,84.0,2024-02-12
ICAT2024-1405,Butler,Gregory,Emily,1,STEM,BSHM,84.0,84.0,88.0,62.0,74.0,73.0,2024-08-25
ICAT2024-1406,Guerrero,Holly,Ashley,1,ABM,BSA,87.0,94.0,63.0,79.0,62.0,94.0,2024-08-06
ICAT2024-1407,Thompson,Stanley,Beth,1,STEM,BSN,81.0,76.0,97.0,73.0,61.0,81.0,2024-12-27
ICAT2024-1408,Johnson,Kayla,Marcus,1,GAS,BSHM,63.0,66.0,95.0,84.0,78.0,94.0,2024-12-14
ICAT2024-1409,Gray,Carlos,Ronald,1,GAS,BSN,96.0,93.0,76.0,70.0,84.0,89.0,2024-08-01
ICAT2024-1410,Brown,Thomas,David,0,ABM,BSIT,77.0,77.0,65.0,75.0,94.0,78.0,2024-11-29
ICAT2024-1411,Hill,Alison,Alicia,1,TVL,BEED,62.0,99.0,77.0,83.0,77.0,76.0,2024-09-27
ICAT2024-1412,Clark,Brian,Ashley,0,STEM,BSED,96.0,80.0,76.0,71.0,88.0,89.0,2024-09-01
ICAT2024-1413,Rice,Christopher,Jennifer,0,GAS,BSIT,89.0,62.0,82.0,90.0,95.0,73.0,2024-08-22
ICAT2024-1414,Peck,Valerie,Justin,1,STEM,BSN,65.0,77.0,99.0,95.0,80.0,64.0,2024-08-24
ICAT2024-1415,Abbott,Jordan,Barbara,1,ABM,BSED,77.0,76.0,91.0,68.0,74.0,71.0,2024-08-30
ICAT2024-1416,Gomez,David,Anna,0,TVL,BSA,63.0,74.0,67.0,62.0,71.0,92.0,2024-07-20
ICAT2024-1417,Daniel,Tyler,Lindsey,1,TVL,BSED,62.0,95.0,74.0,63.0,76.0,76.0,2024-12-09
ICAT2024-1418,Lynch,Jeanette,Tiffany,0,HUMSS,BSN,62.0,98.0,75.0,82.0,66.0,64.0,2024-01-01
ICAT2024-1419,Wilson,Steven,Laura,1,STEM,BSN,64.0,75.0,73.0,80.0,96.0,83.0,2024-10-13
ICAT2024-1420,Charles,Lauren,Yolanda,1,STEM,BSA,87.0,78.0,69.0,61.0,80.0,98.0,2024-06-09
ICAT2024-1421,Williams,Michael,Linda,1,HUMSS,BEED,83.0,90.0,78.0,99.0,61.0,70.0,2024-03-23
ICAT2024-1422,Smith,James,Juan,1,STEM,BSED,69.0,97.0,61.0,66.0,98.0,73.0,2024-11-02
ICAT2024-1423,Jones,Kevin,Andrea,1,TVL,BSA,92.0,97.0,82.0,73.0,84.0,97.0,2024-10-24
ICAT2024-1424,Smith,Gina,Matthew,0,ABM,BEED,65.0,64.0,74.0,96.0,92.0,96.0,2024-10-08
ICAT2024-1425,Carroll,Susan,Marilyn,1,TVL,BSA,67.0,93.0,63.0,98.0,90.0,93.0,2024-03-16
ICAT2024-1426,Rivera,Matthew,Emily,1,HUMSS,BSED,72.0,96.0,78.0,75.0,81.0,75.0,2024-12-21
ICAT2024-1427,Wells,Austin,Derek,1,ABM,BEED,80.0,67.0,75.0,88.0,86.0,83.0,2024-03-01
ICAT2024-1428,Burton,Patricia,Amanda,0,HUMSS,BSN,92.0,64.0,83.0,90.0,98.0,74.0,2024-05-10
ICAT2024-1429,Ford,Lisa,Sarah,1,GAS,BSBA,96.0,68.0,94.0,75.0,86.0,97.0,2024-01-22
ICAT2024-1430,Conley,Kevin,Jessica,0,TVL,BSED,78.0,81.0,80.0,67.0,65.0,86.0,2024-05-02
ICAT2024-1431,Peters,Andrew,Barbara,1,TVL,BSBA,96.0,91.0,72.0,71.0,89.0,60.0,2024-05-08
ICAT2024-1432,Marsh,Pamela,Michael,0,STEM,BEED,76.0,95.0,90.0,66.0,68.0,62.0,2024-02-27
ICAT2024-1433,Ramirez,Anthony,Tonya,1,STEM,BSA,70.0,64.0,68.0,92.0,93.0,84.0,2024-08-31
ICAT2024-1434,Ferguson,Gabriel,Catherine,1,HUMSS,BSBA,85.0,95.0,75.0,78.0,67.0,81.0,2024-03-13
ICAT2024-1435,Larson,Michelle,Karen,1,TVL,BSN,99.0,66.0,62.0,64.0,82.0,88.0,2024-09-30
ICAT2024-1436,Hodge,Jennifer,Joseph,1,GAS,BSA,87.0,78.0,90.0,68.0,71.0,97.0,2024-02-03
ICAT2024-1437,Crawford,John,Shannon,0,ABM,BSIT,97.0,97.0,83.0,89.0,84.0,80.0,2024-04-27
ICAT2024-1438,Robinson,Kevin,Daniel,1,ABM,BSN,97.0,77.0,66.0,74.0,79.0,91.0,2024-10-31
ICAT2024-1439,Johnson,James,Christopher,1,STEM,BSN,93.0,93.0,97.0,92.0,87.0,78.0,2024-07-15
ICAT2024-1440,Johnson,Timothy,Vincent,1,GAS,BSED,71.0,69.0,62.0,73.0,87.0,93.0,2024-03-14
ICAT2024-1441,Peterson,Timothy,Morgan,1,TVL,BSN,80.0,66.0,82.0,78.0,70.0,67.0,2024-04-30
ICAT2024-1442,Rowe,Douglas,Monica,1,HUMSS,BEED,88.0,74.0,70.0,78.0,76.0,98.0,2024-11-15
ICAT2024-1443,Hendrix,Zachary,Victoria,0,ABM,BSA,77.0,69.0,66.0,73.0,95.0,92.0,2024-03-20
ICAT2024-1444,Hardy,Stephen,Jennifer,0,STEM,BSN,62.0,94.0,94.0,72.0,60.0,91.0,2024-07-21
ICAT2024-1445,Wilson,Larry,Bradley,0,HUMSS,BSBA,78.0,96.0,87.0,88.0,93.0,68.0,2024-11-25
ICAT2024-1446,Wheeler,Christopher,Steven,1,HUMSS,BSIT,67.0,88.0,87.0,91.0,76.0,65.0,2024-01-18
ICAT2024-1447,Garcia,Katie,Julie,0,HUMSS,BSA,67.0,82.0,65.0,74.0,64.0,80.0,2024-01-09
ICAT2024-1448,Lane,Larry,Patricia,0,TVL,BSED,77.0,89.0,92.0,64.0,80.0,62.0,2024-05-04
ICAT2024-1449,Gonzalez,Justin,Amanda,1,STEM,BSA,93.0,80.0,72.0,95.0,62.0,60.0,2024-10-27
ICAT2024-1450,Alexander,David,Edward,0,ABM,BSN,84.0,74.0,72.0,76.0,90.0,69.0,2024-04-16
ICAT2024-1451,Wilson,Susan,Anita,1,ABM,BSA,91.0,78.0,68.0,72.0,65.0,93.0,2024-02-09
ICAT2024-1452,Clark,Michael,Lucas,0,STEM,BEED,64.0,91.0,95.0,99.0,73.0,71.0,2024-02-24
ICAT2024-1453,Harding,Linda,Audrey,0,GAS,BSA,76.0,99.0,84.0,97.0,75.0,82.0,2024-03-07
ICAT2024-1454,Jones,Christina,Matthew,1,TVL,BSA,71.0,79.0,74.0,78.0,91.0,91.0,2024-06-21
ICAT2024-1455,Williams,Anthony,Rebecca,1,TVL,BSED,94.0,90.0,78.0,66.0,74.0,67.0,2024-01-20
ICAT2024-1456,Rodriguez,Brian,Ronald,1,GAS,BEED,80.0,75.0,87.0,67.0,71.0,89.0,2024-03-10
ICAT2024-1457,Bush,Patricia,Crystal,1,STEM,BSED,85.0,68.0,90.0,91.0,98.0,86.0,2024-09-25
ICAT2024-1458,Lyons,Christina,Larry,0,STEM,BSED,77.0,92.0,73.0,86.0,63.0,95.0,2024-11-13
ICAT2024-1459,Gonzalez,Katherine,Lisa,1,HUMSS,BSA,80.0,86.0,85.0,88.0,87.0,85.0,2024-01-31
ICAT2024-1460,Beltran,Katelyn,Steven,1,STEM,BSED,91.0,74.0,81.0,62.0,79.0,88.0,2024-02-21
ICAT2024-1461,Davis,Leah,Holly,1,ABM,BSN,70.0,94.0,73.0,67.0,99.0,99.0,2024-02-07
ICAT2024-1462,Bryant,Gabrielle,Jennifer,1,ABM,BSN,94.0,61.0,61.0,84.0,65.0,81.0,2024-06-29
ICAT2024-1463,Ruiz,Stacey,Douglas,1,TVL,BSIT,63.0,93.0,73.0,83.0,94.0,72.0,2024-12-13
ICAT2024-1464,Jensen,Roberta,Philip,0,TVL,BEED,74.0,78.0,70.0,83.0,81.0,86.0,2024-09-28
ICAT2024-1465,Stark,Mark,Michelle,0,TVL,BSA,75.0,60.0,62.0,61.0,93.0,66.0,2024-05-06
ICAT2024-1466,Chavez,Anthony,Thomas,1,GAS,BSIT,70.0,78.0,79.0,61.0,74.0,75.0,2024-05-16
ICAT2024-1467,Mendoza,Megan,Justin,0,HUMSS,BSA,67.0,84.0,85.0,68.0,77.0,65.0,2024-05-15
ICAT2024-1468,Munoz,David,Dakota,0,STEM,BSN,86.0,61.0,60.0,94.0,98.0,69.0,2024-11-13
ICAT2024-1469,Klein,Daniel,Angela,0,TVL,BSHM,85.0,72.0,98.0,79.0,80.0,87.0,2024-01-28
ICAT2024-1470,Sparks,Amanda,Richard,0,HUMSS,BSED,89.0,72.0,66.0,76.0,96.0,90.0,2024-06-09
ICAT2024-1471,Allen,John,Erik,1,HUMSS,BEED,65.0,74.0,86.0,95.0,77.0,90.0,2024-07-06
ICAT2024-1472,Reyes,Matthew,Lisa,1,TVL,BSN,75.0,84.0,61.0,91.0,85.0,83.0,2024-08-17
ICAT2024-1473,Reynolds,Tina,Ashley,0,GAS,BSBA,96.0,61.0,85.0,74.0,88.0,83.0,2024-05-12
ICAT2024-1474,Stephens,Joel,Elaine,1,TVL,BSIT,79.0,81.0,69.0,65.0,66.0,95.0,2024-01-31
ICAT2024-1475,Stevenson,Jennifer,Mary,0,ABM,BSHM,91.0,97.0,75.0,65.0,69.0,85.0,2024-02-14
ICAT2024-1476,Vargas,Steven,Angela,1,TVL,BSA,96.0,74.0,63.0,91.0,76.0,86.0,2024-11-15
ICAT2024-1477,Wallace,Kyle,Richard,1,HUMSS,BSHM,69.0,62.0,80.0,96.0,98.0,86.0,2024-08-20
ICAT2024-1478,Rodriguez,Lisa,Kelsey,0,HUMSS,BSA,73.0,95.0,91.0,94.0,91.0,80.0,2024-05-27
ICAT2024-1479,Murphy,Deanna,Bryan,0,HUMSS,BEED,90.0,92.0,95.0,65.0,66.0,87.0,2024-03-25
ICAT2024-1480,Montoya,Paige,Rebecca,0,GAS,BSBA,60.0,70.0,93.0,67.0,70.0,72.0,2024-09-04
ICAT2024-1481,Pacheco,Katherine,Donna,1,STEM,BSIT,87.0,91.0,70.0,93.0,91.0,68.0,2024-06-24
ICAT2024-1482,Schmidt,Peter,Becky,1,GAS,BSIT,78.0,67.0,87.0,78.0,77.0,93.0,2024-03-16
ICAT2024-1483,Harris,Natalie,Kevin,1,TVL,BSED,96.0,70.0,69.0,78.0,93.0,73.0,2024-11-04
ICAT2024-1484,Gentry,Kevin,Sherry,1,TVL,BSN,76.0,90.0,89.0,73.0,81.0,68.0,2024-06-17
ICAT2024-1485,Robbins,Rose,Veronica,0,TVL,BSA,90.0,60.0,80.0,86.0,71.0,69.0,2024-08-14
